pos_x,pos_y
0.1953125,-0.5
-0.1953125,0.5
1.0,0.1953125
-1.0,-0.1953125
-0.7421875,-0.5
0.7421875,0.5
0.7578125,-0.5
-0.7578125,0.5
0.0078125,-0.5
-0.0078125,0.5
1.0,0.0078125
-1.0,-0.0078125
-0.3671875,-0.5
0.3671875,0.5
1.0,-0.3671875
-1.0,0.3671875
0.3828125,-0.5
-0.3828125,0.5
1.0,0.3828125
-1.0,-0.3828125
-0.8359375,-0.5
0.8359375,0.5
0.6640625,-0.5
-0.6640625,0.5
-0.0859375,-0.5
0.0859375,0.5
1.0,-0.0859375
-1.0,0.0859375
-0.4609375,-0.5
0.4609375,0.5
1.0,-0.4609375
-1.0,0.4609375
0.2890625,-0.5
-0.2890625,0.5
1.0,0.2890625
-1.0,-0.2890625
-0.6484375,-0.5
0.6484375,0.5
0.8515625,-0.5
-0.8515625,0.5
0.1015625,-0.5
-0.1015625,0.5
1.0,0.1015625
-1.0,-0.1015625
-0.2734375,-0.5
0.2734375,0.5
1.0,-0.2734375
-1.0,0.2734375
0.4765625,-0.5
-0.4765625,0.5
1.0,0.4765625
-1.0,-0.4765625
-0.98828125,-0.5
0.98828125,0.5
0.51171875,-0.5
-0.51171875,0.5
-0.23828125,-0.5
0.23828125,0.5
1.0,-0.23828125
-1.0,0.23828125
-0.61328125,-0.5
0.61328125,0.5
0.88671875,-0.5
-0.88671875,0.5
0.13671875,-0.5
-0.13671875,0.5
1.0,0.13671875
-1.0,-0.13671875
-0.80078125,-0.5
0.80078125,0.5
0.69921875,-0.5
-0.69921875,0.5
-0.05078125,-0.5
0.05078125,0.5
1.0,-0.05078125
-1.0,0.05078125
-0.42578125,-0.5
0.42578125,0.5
1.0,-0.42578125
-1.0,0.42578125
0.32421875,-0.5
-0.32421875,0.5
1.0,0.32421875
-1.0,-0.32421875
-0.89453125,-0.5
0.89453125,0.5
0.60546875,-0.5
-0.60546875,0.5
-0.14453125,-0.5
0.14453125,0.5
1.0,-0.14453125
-1.0,0.14453125
-0.51953125,-0.5
0.51953125,0.5
0.98046875,-0.5
-0.98046875,0.5
0.23046875,-0.5
-0.23046875,0.5
1.0,0.23046875
-1.0,-0.23046875
-0.70703125,-0.5
0.70703125,0.5
0.79296875,-0.5
-0.79296875,0.5
0.04296875,-0.5
-0.04296875,0.5
1.0,0.04296875
-1.0,-0.04296875
-0.33203125,-0.5
0.33203125,0.5
1.0,-0.33203125
-1.0,0.33203125
0.41796875,-0.5
-0.41796875,0.5
1.0,0.41796875
-1.0,-0.41796875
-0.94140625,-0.5
0.94140625,0.5
0.55859375,-0.5
-0.55859375,0.5
-0.19140625,-0.5
0.19140625,0.5
1.0,-0.19140625
-1.0,0.19140625
-0.56640625,-0.5
0.56640625,0.5
0.93359375,-0.5
-0.93359375,0.5
0.18359375,-0.5
-0.18359375,0.5
1.0,0.18359375
-1.0,-0.18359375
-0.75390625,-0.5
0.75390625,0.5
0.74609375,-0.5
-0.74609375,0.5
-0.00390625,-0.5
0.00390625,0.5
1.0,-0.00390625
-1.0,0.00390625
-0.37890625,-0.5
0.37890625,0.5
1.0,-0.37890625
-1.0,0.37890625
0.37109375,-0.5
-0.37109375,0.5
1.0,0.37109375
-1.0,-0.37109375
-0.84765625,-0.5
0.84765625,0.5
0.65234375,-0.5
-0.65234375,0.5
-0.09765625,-0.5
0.09765625,0.5
1.0,-0.09765625
-1.0,0.09765625
-0.47265625,-0.5
0.47265625,0.5
1.0,-0.47265625
-1.0,0.47265625
0.27734375,-0.5
-0.27734375,0.5
1.0,0.27734375
-1.0,-0.27734375
-0.66015625,-0.5
0.66015625,0.5
0.83984375,-0.5
-0.83984375,0.5
0.08984375,-0.5
-0.08984375,0.5
1.0,0.08984375
-1.0,-0.08984375
-0.28515625,-0.5
0.28515625,0.5
1.0,-0.28515625
-1.0,0.28515625
0.46484375,-0.5
-0.46484375,0.5
1.0,0.46484375
-1.0,-0.46484375
-0.96484375,-0.5
0.96484375,0.5
0.53515625,-0.5
-0.53515625,0.5
-0.21484375,-0.5
0.21484375,0.5
1.0,-0.21484375
-1.0,0.21484375
-0.58984375,-0.5
0.58984375,0.5
0.91015625,-0.5
-0.91015625,0.5
0.16015625,-0.5
-0.16015625,0.5
1.0,0.16015625
-1.0,-0.16015625
-0.77734375,-0.5
0.77734375,0.5
0.72265625,-0.5
-0.72265625,0.5
-0.02734375,-0.5
0.02734375,0.5
1.0,-0.02734375
-1.0,0.02734375
-0.40234375,-0.5
0.40234375,0.5
1.0,-0.40234375
-1.0,0.40234375
0.34765625,-0.5
-0.34765625,0.5
1.0,0.34765625
-1.0,-0.34765625
-0.87109375,-0.5
0.87109375,0.5
0.62890625,-0.5
-0.62890625,0.5
-0.12109375,-0.5
0.12109375,0.5
1.0,-0.12109375
-1.0,0.12109375
-0.49609375,-0.5
0.49609375,0.5
1.0,-0.49609375
-1.0,0.49609375
0.25390625,-0.5
-0.25390625,0.5
1.0,0.25390625
-1.0,-0.25390625
-0.68359375,-0.5
0.68359375,0.5
0.81640625,-0.5
-0.81640625,0.5
0.06640625,-0.5
-0.06640625,0.5
1.0,0.06640625
-1.0,-0.06640625
-0.30859375,-0.5
0.30859375,0.5
1.0,-0.30859375
-1.0,0.30859375
0.44140625,-0.5
-0.44140625,0.5
1.0,0.44140625
-1.0,-0.44140625
-0.91796875,-0.5
0.91796875,0.5
0.58203125,-0.5
-0.58203125,0.5
-0.16796875,-0.5
0.16796875,0.5
1.0,-0.16796875
-1.0,0.16796875
-0.54296875,-0.5
0.54296875,0.5
0.95703125,-0.5
-0.95703125,0.5
0.20703125,-0.5
-0.20703125,0.5
1.0,0.20703125
-1.0,-0.20703125
-0.73046875,-0.5
0.73046875,0.5
0.76953125,-0.5
-0.76953125,0.5
0.01953125,-0.5
-0.01953125,0.5
1.0,0.01953125
-1.0,-0.01953125
-0.35546875,-0.5
0.35546875,0.5
1.0,-0.35546875
-1.0,0.35546875
0.39453125,-0.5
-0.39453125,0.5
1.0,0.39453125
-1.0,-0.39453125
-0.82421875,-0.5
0.82421875,0.5
0.67578125,-0.5
-0.67578125,0.5
-0.07421875,-0.5
0.07421875,0.5
1.0,-0.07421875
-1.0,0.07421875
-0.44921875,-0.5
0.44921875,0.5
1.0,-0.44921875
-1.0,0.44921875
0.30078125,-0.5
-0.30078125,0.5
1.0,0.30078125
-1.0,-0.30078125
-0.63671875,-0.5
0.63671875,0.5
0.86328125,-0.5
-0.86328125,0.5
0.11328125,-0.5
-0.11328125,0.5
1.0,0.11328125
-1.0,-0.11328125
-0.26171875,-0.5
0.26171875,0.5
1.0,-0.26171875
-1.0,0.26171875
0.48828125,-0.5
-0.48828125,0.5
1.0,0.48828125
-1.0,-0.48828125
-0.9941406,-0.5
0.9941406,0.5
0.5058594,-0.5
-0.5058594,0.5
-0.24414062,-0.5
0.24414062,0.5
1.0,-0.24414062
-1.0,0.24414062
-0.6191406,-0.5
0.6191406,0.5
0.8808594,-0.5
-0.8808594,0.5
0.13085938,-0.5
-0.13085938,0.5
1.0,0.13085938
-1.0,-0.13085938
-0.8066406,-0.5
0.8066406,0.5
0.6933594,-0.5
-0.6933594,0.5
-0.056640625,-0.5
0.056640625,0.5
1.0,-0.056640625
-1.0,0.056640625
-0.43164062,-0.5
0.43164062,0.5
1.0,-0.43164062
-1.0,0.43164062
0.31835938,-0.5
-0.31835938,0.5
1.0,0.31835938
-1.0,-0.31835938
-0.9003906,-0.5
0.9003906,0.5
0.5996094,-0.5
-0.5996094,0.5
-0.15039062,-0.5
0.15039062,0.5
1.0,-0.15039062
-1.0,0.15039062
-0.5253906,-0.5
0.5253906,0.5
0.9746094,-0.5
-0.9746094,0.5
0.22460938,-0.5
-0.22460938,0.5
1.0,0.22460938
-1.0,-0.22460938
-0.7128906,-0.5
0.7128906,0.5
0.7871094,-0.5
-0.7871094,0.5
0.037109375,-0.5
-0.037109375,0.5
1.0,0.037109375
-1.0,-0.037109375
-0.33789062,-0.5
0.33789062,0.5
1.0,-0.33789062
-1.0,0.33789062
0.41210938,-0.5
-0.41210938,0.5
1.0,0.41210938
-1.0,-0.41210938
-0.9472656,-0.5
0.9472656,0.5
0.5527344,-0.5
-0.5527344,0.5
-0.19726562,-0.5
0.19726562,0.5
1.0,-0.19726562
-1.0,0.19726562
-0.5722656,-0.5
0.5722656,0.5
0.9277344,-0.5
-0.9277344,0.5
0.17773438,-0.5
-0.17773438,0.5
1.0,0.17773438
-1.0,-0.17773438
-0.7597656,-0.5
0.7597656,0.5
0.7402344,-0.5
-0.7402344,0.5
-0.009765625,-0.5
0.009765625,0.5
1.0,-0.009765625
-1.0,0.009765625
-0.38476562,-0.5
0.38476562,0.5
1.0,-0.38476562
-1.0,0.38476562
0.36523438,-0.5
-0.36523438,0.5
1.0,0.36523438
-1.0,-0.36523438
-0.8535156,-0.5
0.8535156,0.5
0.6464844,-0.5
-0.6464844,0.5
-0.103515625,-0.5
0.103515625,0.5
1.0,-0.103515625
-1.0,0.103515625
-0.47851562,-0.5
0.47851562,0.5
1.0,-0.47851562
-1.0,0.47851562
0.27148438,-0.5
-0.27148438,0.5
1.0,0.27148438
-1.0,-0.27148438
-0.6660156,-0.5
0.6660156,0.5
0.8339844,-0.5
-0.8339844,0.5
0.083984375,-0.5
-0.083984375,0.5
1.0,0.083984375
-1.0,-0.083984375
-0.29101562,-0.5
0.29101562,0.5
1.0,-0.29101562
-1.0,0.29101562
0.45898438,-0.5
-0.45898438,0.5
1.0,0.45898438
-1.0,-0.45898438
-0.9707031,-0.5
0.9707031,0.5
0.5292969,-0.5
-0.5292969,0.5
-0.22070312,-0.5
0.22070312,0.5
1.0,-0.22070312
-1.0,0.22070312
-0.5957031,-0.5
0.5957031,0.5
0.9042969,-0.5
-0.9042969,0.5
0.15429688,-0.5
-0.15429688,0.5
1.0,0.15429688
-1.0,-0.15429688
-0.7832031,-0.5
0.7832031,0.5
0.7167969,-0.5
-0.7167969,0.5
-0.033203125,-0.5
0.033203125,0.5
1.0,-0.033203125
-1.0,0.033203125
-0.40820312,-0.5
0.40820312,0.5
1.0,-0.40820312
-1.0,0.40820312
0.34179688,-0.5
-0.34179688,0.5
1.0,0.34179688
-1.0,-0.34179688
-0.8769531,-0.5
0.8769531,0.5
0.6230469,-0.5
-0.6230469,0.5
-0.12695312,-0.5
0.12695312,0.5
1.0,-0.12695312
-1.0,0.12695312
-0.5019531,-0.5
0.5019531,0.5
0.9980469,-0.5
-0.9980469,0.5
0.24804688,-0.5
-0.24804688,0.5
1.0,0.24804688
-1.0,-0.24804688
-0.6894531,-0.5
0.6894531,0.5
0.8105469,-0.5
-0.8105469,0.5
0.060546875,-0.5
-0.060546875,0.5
1.0,0.060546875
-1.0,-0.060546875
-0.31445312,-0.5
0.31445312,0.5
1.0,-0.31445312
-1.0,0.31445312
0.43554688,-0.5
-0.43554688,0.5
1.0,0.43554688
-1.0,-0.43554688
-0.9238281,-0.5
0.9238281,0.5
0.5761719,-0.5
-0.5761719,0.5
-0.17382812,-0.5
0.17382812,0.5
1.0,-0.17382812
-1.0,0.17382812
-0.5488281,-0.5
0.5488281,0.5
0.9511719,-0.5
-0.9511719,0.5
0.20117188,-0.5
-0.20117188,0.5
1.0,0.20117188
-1.0,-0.20117188
-0.7363281,-0.5
0.7363281,0.5
0.7636719,-0.5
-0.7636719,0.5
0.013671875,-0.5
-0.013671875,0.5
1.0,0.013671875
-1.0,-0.013671875
-0.36132812,-0.5
0.36132812,0.5
1.0,-0.36132812
-1.0,0.36132812
0.38867188,-0.5
-0.38867188,0.5
1.0,0.38867188
-1.0,-0.38867188
-0.8300781,-0.5
0.8300781,0.5
0.6699219,-0.5
-0.6699219,0.5
-0.080078125,-0.5
0.080078125,0.5
1.0,-0.080078125
-1.0,0.080078125
-0.45507812,-0.5
0.45507812,0.5
1.0,-0.45507812
-1.0,0.45507812
0.29492188,-0.5
-0.29492188,0.5
1.0,0.29492188
-1.0,-0.29492188
-0.6425781,-0.5
0.6425781,0.5
0.8574219,-0.5
-0.8574219,0.5
0.107421875,-0.5
-0.107421875,0.5
1.0,0.107421875
-1.0,-0.107421875
-0.26757812,-0.5
0.26757812,0.5
1.0,-0.26757812
-1.0,0.26757812
0.48242188,-0.5
-0.48242188,0.5
1.0,0.48242188
-1.0,-0.48242188
-0.9824219,-0.5
0.9824219,0.5
0.5175781,-0.5
-0.5175781,0.5
-0.23242188,-0.5
0.23242188,0.5
1.0,-0.23242188
-1.0,0.23242188
-0.6074219,-0.5
0.6074219,0.5
0.8925781,-0.5
-0.8925781,0.5
0.14257812,-0.5
-0.14257812,0.5
1.0,0.14257812
-1.0,-0.14257812
-0.7949219,-0.5
0.7949219,0.5
0.7050781,-0.5
-0.7050781,0.5
-0.044921875,-0.5
0.044921875,0.5
1.0,-0.044921875
-1.0,0.044921875
-0.41992188,-0.5
0.41992188,0.5
1.0,-0.41992188
-1.0,0.41992188
0.33007812,-0.5
-0.33007812,0.5
1.0,0.33007812
-1.0,-0.33007812
-0.8886719,-0.5
0.8886719,0.5
0.6113281,-0.5
-0.6113281,0.5
-0.13867188,-0.5
0.13867188,0.5
1.0,-0.13867188
-1.0,0.13867188
-0.5136719,-0.5
0.5136719,0.5
0.9863281,-0.5
-0.9863281,0.5
0.23632812,-0.5
-0.23632812,0.5
1.0,0.23632812
-1.0,-0.23632812
-0.7011719,-0.5
0.7011719,0.5
0.7988281,-0.5
-0.7988281,0.5
0.048828125,-0.5
-0.048828125,0.5
1.0,0.048828125
-1.0,-0.048828125
-0.32617188,-0.5
0.32617188,0.5
1.0,-0.32617188
-1.0,0.32617188
0.42382812,-0.5
-0.42382812,0.5
1.0,0.42382812
-1.0,-0.42382812
-0.9355469,-0.5
0.9355469,0.5
0.5644531,-0.5
-0.5644531,0.5
-0.18554688,-0.5
0.18554688,0.5
1.0,-0.18554688
-1.0,0.18554688
-0.5605469,-0.5
0.5605469,0.5
0.9394531,-0.5
-0.9394531,0.5
0.18945312,-0.5
-0.18945312,0.5
1.0,0.18945312
-1.0,-0.18945312
-0.7480469,-0.5
0.7480469,0.5
0.7519531,-0.5
-0.7519531,0.5
0.001953125,-0.5
-0.001953125,0.5
1.0,0.001953125
-1.0,-0.001953125
-0.37304688,-0.5
0.37304688,0.5
1.0,-0.37304688
-1.0,0.37304688
0.37695312,-0.5
-0.37695312,0.5
1.0,0.37695312
-1.0,-0.37695312
-0.8417969,-0.5
0.8417969,0.5
0.6582031,-0.5
-0.6582031,0.5
-0.091796875,-0.5
0.091796875,0.5
1.0,-0.091796875
-1.0,0.091796875
-0.46679688,-0.5
0.46679688,0.5
1.0,-0.46679688
-1.0,0.46679688
0.28320312,-0.5
-0.28320312,0.5
1.0,0.28320312
-1.0,-0.28320312
-0.6542969,-0.5
0.6542969,0.5
0.8457031,-0.5
-0.8457031,0.5
0.095703125,-0.5
-0.095703125,0.5
1.0,0.095703125
-1.0,-0.095703125
-0.27929688,-0.5
0.27929688,0.5
1.0,-0.27929688
-1.0,0.27929688
0.47070312,-0.5
-0.47070312,0.5
1.0,0.47070312
-1.0,-0.47070312
-0.9589844,-0.5
0.9589844,0.5
0.5410156,-0.5
-0.5410156,0.5
-0.20898438,-0.5
0.20898438,0.5
1.0,-0.20898438
-1.0,0.20898438
-0.5839844,-0.5
0.5839844,0.5
0.9160156,-0.5
-0.9160156,0.5
0.16601562,-0.5
-0.16601562,0.5
1.0,0.16601562
-1.0,-0.16601562
-0.7714844,-0.5
0.7714844,0.5
0.7285156,-0.5
-0.7285156,0.5
-0.021484375,-0.5
0.021484375,0.5
1.0,-0.021484375
-1.0,0.021484375
-0.39648438,-0.5
0.39648438,0.5
1.0,-0.39648438
-1.0,0.39648438
0.35351562,-0.5
-0.35351562,0.5
1.0,0.35351562
-1.0,-0.35351562
-0.8652344,-0.5
0.8652344,0.5
0.6347656,-0.5
-0.6347656,0.5
-0.115234375,-0.5
0.115234375,0.5
1.0,-0.115234375
-1.0,0.115234375
-0.49023438,-0.5
0.49023438,0.5
1.0,-0.49023438
-1.0,0.49023438
0.25976562,-0.5
-0.25976562,0.5
1.0,0.25976562
-1.0,-0.25976562
-0.6777344,-0.5
0.6777344,0.5
0.8222656,-0.5
-0.8222656,0.5
0.072265625,-0.5
-0.072265625,0.5
1.0,0.072265625
-1.0,-0.072265625
-0.30273438,-0.5
0.30273438,0.5
1.0,-0.30273438
-1.0,0.30273438
0.44726562,-0.5
-0.44726562,0.5
1.0,0.44726562
-1.0,-0.44726562
-0.9121094,-0.5
0.9121094,0.5
0.5878906,-0.5
-0.5878906,0.5
-0.16210938,-0.5
0.16210938,0.5
1.0,-0.16210938
-1.0,0.16210938
-0.5371094,-0.5
0.5371094,0.5
0.9628906,-0.5
-0.9628906,0.5
0.21289062,-0.5
-0.21289062,0.5
1.0,0.21289062
-1.0,-0.21289062
-0.7246094,-0.5
0.7246094,0.5
0.7753906,-0.5
-0.7753906,0.5
0.025390625,-0.5
-0.025390625,0.5
1.0,0.025390625
-1.0,-0.025390625
-0.34960938,-0.5
0.34960938,0.5
1.0,-0.34960938
-1.0,0.34960938
0.40039062,-0.5
-0.40039062,0.5
1.0,0.40039062
-1.0,-0.40039062
-0.8183594,-0.5
0.8183594,0.5
0.6816406,-0.5
-0.6816406,0.5
-0.068359375,-0.5
0.068359375,0.5
1.0,-0.068359375
-1.0,0.068359375
-0.44335938,-0.5
0.0,-0.49984002
-0.5,-0.49968004
0.5,-0.49952006
-0.75,-0.4993601
0.25,-0.49920014
-0.25,-0.49904016
0.75,-0.49888018
-0.875,-0.4987202
0.125,-0.49856022
-0.375,-0.49840024
0.625,-0.4982403
-0.625,-0.4980803
0.375,-0.49792033
-0.125,-0.49776036
0.875,-0.49760038
-0.9375,-0.4974404
0.0625,-0.49728045
-0.4375,-0.49712047
0.5625,-0.4969605
-0.6875,-0.4968005
0.3125,-0.49664053
-0.1875,-0.49648055
0.8125,-0.49632058
-0.8125,-0.49616063
0.1875,-0.49600065
-0.3125,-0.49584067
0.6875,-0.4956807
-0.5625,-0.4955207
0.4375,-0.49536073
-0.0625,-0.49520075
0.9375,-0.4950408
-0.96875,-0.49488083
0.03125,-0.49472085
-0.46875,-0.49456087
0.53125,-0.4944009
-0.71875,-0.4942409
0.28125,-0.49408096
-0.21875,-0.49392098
0.78125,-0.493761
-0.84375,-0.49360102
0.15625,-0.49344105
-0.34375,-0.49328107
0.65625,-0.4931211
-0.59375,-0.49296114
0.40625,-0.49280116
-0.09375,-0.49264118
0.90625,-0.4924812
-0.90625,-0.49232122
0.09375,-0.49216124
-0.40625,-0.4920013
0.59375,-0.49184132
-0.65625,-0.49168134
0.34375,-0.49152136
-0.15625,-0.49136138
0.84375,-0.4912014
-0.78125,-0.49104142
0.21875,-0.49088147
-0.28125,-0.4907215
0.71875,-0.49056152
-0.53125,-0.49040154
0.46875,-0.49024156
-0.03125,-0.49008158
0.96875,-0.4899216
-0.984375,-0.48976165
0.015625,-0.48960167
-0.484375,-0.4894417
0.515625,-0.4892817
-0.734375,-0.48912174
0.265625,-0.48896176
-0.234375,-0.48880178
0.765625,-0.48864183
-0.859375,-0.48848185
0.140625,-0.48832187
-0.359375,-0.4881619
0.640625,-0.4880019
-0.609375,-0.48784193
0.390625,-0.48768198
-0.109375,-0.487522
0.890625,-0.48736203
-0.921875,-0.48720205
0.078125,-0.48704207
-0.421875,-0.4868821
0.578125,-0.4867221
-0.671875,-0.48656216
0.328125,-0.48640218
-0.171875,-0.4862422
0.828125,-0.48608223
-0.796875,-0.48592225
0.203125,-0.48576227
-0.296875,-0.4856023
0.703125,-0.48544234
-0.546875,-0.48528236
0.453125,-0.48512238
-0.046875,-0.4849624
0.953125,-0.48480242
-0.953125,-0.48464245
0.046875,-0.4844825
-0.453125,-0.48432252
0.546875,-0.48416254
-0.703125,-0.48400256
0.296875,-0.48384258
-0.203125,-0.4836826
0.796875,-0.48352262
-0.828125,-0.48336267
0.171875,-0.4832027
-0.328125,-0.48304272
0.671875,-0.48288274
-0.578125,-0.48272276
0.421875,-0.48256278
-0.078125,-0.4824028
0.921875,-0.48224285
-0.890625,-0.48208287
0.109375,-0.4819229
-0.390625,-0.48176292
0.609375,-0.48160294
-0.640625,-0.48144296
0.359375,-0.481283
-0.140625,-0.48112303
0.859375,-0.48096305
-0.765625,-0.48080307
0.234375,-0.4806431
-0.265625,-0.4804831
0.734375,-0.48032314
-0.515625,-0.4801632
0.484375,-0.4800032
-0.015625,-0.47984323
0.984375,-0.47968325
-0.9921875,-0.47952327
0.0078125,-0.4793633
-0.4921875,-0.4792033
0.5078125,-0.47904336
-0.7421875,-0.4788834
0.2578125,-0.4787234
-0.2421875,-0.47856343
0.7578125,-0.47840345
-0.8671875,-0.47824347
0.1328125,-0.4780835
-0.3671875,-0.47792354
0.6328125,-0.47776356
-0.6171875,-0.47760358
0.3828125,-0.4774436
-0.1171875,-0.47728363
0.8828125,-0.47712365
-0.9296875,-0.4769637
0.0703125,-0.47680372
-0.4296875,-0.47664374
0.5703125,-0.47648376
-0.6796875,-0.47632378
0.3203125,-0.4761638
-0.1796875,-0.47600383
0.8203125,-0.47584388
-0.8046875,-0.4756839
0.1953125,-0.47552392
-0.3046875,-0.47536394
0.6953125,-0.47520396
-0.5546875,-0.47504398
0.4453125,-0.47488403
-0.0546875,-0.47472405
0.9453125,-0.47456408
-0.9609375,-0.4744041
0.0390625,-0.47424412
-0.4609375,-0.47408414
0.5390625,-0.47392416
-0.7109375,-0.4737642
0.2890625,-0.47360423
-0.2109375,-0.47344425
0.7890625,-0.47328427
-0.8359375,-0.4731243
0.1640625,-0.47296432
-0.3359375,-0.47280434
0.6640625,-0.4726444
-0.5859375,-0.4724844
0.4140625,-0.47232443
-0.0859375,-0.47216445
0.9140625,-0.47200447
-0.8984375,-0.4718445
0.1015625,-0.47168452
-0.3984375,-0.47152457
0.6015625,-0.4713646
-0.6484375,-0.4712046
0.3515625,-0.47104463
-0.1484375,-0.47088465
0.8515625,-0.47072467
-0.7734375,-0.47056472
0.2265625,-0.47040474
-0.2734375,-0.47024477
0.7265625,-0.4700848
-0.5234375,-0.4699248
0.4765625,-0.46976483
-0.0234375,-0.46960485
0.9765625,-0.4694449
-0.9765625,-0.46928492
0.0234375,-0.46912494
-0.4765625,-0.46896496
0.5234375,-0.468805
-0.7265625,-0.468645
0.2734375,-0.46848506
-0.2265625,-0.46832508
0.7734375,-0.4681651
-0.8515625,-0.46800512
0.1484375,-0.46784514
-0.3515625,-0.46768516
0.6484375,-0.46752518
-0.6015625,-0.4673652
0.3984375,-0.46720526
-0.1015625,-0.46704528
0.8984375,-0.4668853
-0.9140625,-0.46672532
0.0859375,-0.46656534
-0.4140625,-0.4664054
0.5859375,-0.4662454
-0.6640625,-0.46608543
0.3359375,-0.46592546
-0.1640625,-0.46576548
0.8359375,-0.4656055
-0.7890625,-0.46544552
0.2109375,-0.46528554
-0.2890625,-0.4651256
0.7109375,-0.4649656
-0.5390625,-0.46480563
0.4609375,-0.46464565
-0.0390625,-0.46448568
0.9609375,-0.4643257
-0.9453125,-0.46416575
0.0546875,-0.46400577
-0.4453125,-0.4638458
0.5546875,-0.4636858
-0.6953125,-0.46352583
0.3046875,-0.46336585
-0.1953125,-0.46320587
0.8046875,-0.46304592
-0.8203125,-0.46288595
0.1796875,-0.46272597
-0.3203125,-0.462566
0.6796875,-0.462406
-0.5703125,-0.46224603
0.4296875,-0.46208608
-0.0703125,-0.4619261
0.9296875,-0.46176612
-0.8828125,-0.46160614
0.1171875,-0.46144617
-0.3828125,-0.4612862
